crime_category,crime_type,chrgcnt,ucr,district,beat_number,map_reference,incident_number,time_from,time_to,date_from,date_to,crimeday,location_category,lat,lon,apartment_complex,residential_subdivision,activity_date,phxrecordstatus,phxcommunity,phxstatus,record,offensecategory,violentproperty,domestic,location,radio,street
ALL OTHER,FRAUD - CREDIT CARD/ATM,,1150,D2,122,P015,16011101,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,9/25/2016,12/21/2016,WEDNESDAY,TOWN OWNED,35.81108204,-78.90102608,,MILLS PARK AREA,,,No,,31704,Fraud,Part II,N,35.81108204; -78.90102608,Everything,
ALL OTHER,FRAUD - CREDIT CARD/ATM,,1150,D2,122,P015,17000390,0001-01-01 12:47:00+00:00,0001-01-01 13:16:00+00:00,1/14/2017,1/14/2017,SATURDAY,TOWN OWNED,35.82061508,-78.90104814,,CARY PARK TOWN CENTER,,,No,,31706,Fraud,Part II,N,35.820615081; -78.90104814,Everything,
ALL OTHER,FRAUD - CREDIT CARD/ATM,,1150,D2,122,P077,17000836,0001-01-01 09:00:00+00:00,0001-01-01 12:46:12+00:00,1/18/2017,1/28/2017,SATURDAY,TOWN OWNED,35.79367078,-78.87791516,,RESERVE,,,,,,,,,,,
ALL OTHER,FRAUD - CREDIT CARD/ATM,,1150,D2,122,P081,16009811,0001-01-01 07:45:00+00:00,0001-01-01 07:45:00+00:00,11/15/2016,11/15/2016,TUESDAY,TOWN OWNED,35.80990467,-78.90601915,,SOUTHBRIDGE,,,No,,31730,Fraud,Part II,N,35.809904665; -78.90601915,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,111,P022,16008480,0001-01-01 12:00:00+00:00,0001-01-01 10:55:00+00:00,9/15/2016,10/3/2016,MONDAY,TOWN OWNED,35.81391296,-78.80941489,,WESTON PLACE,,,No,,33010,Fraud,Part II,N,35.813912959; -78.80941489,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,111,P023,16008543,0001-01-01 12:00:00+00:00,0001-01-01 09:52:00+00:00,9/22/2016,10/5/2016,WEDNESDAY,TOWN OWNED,35.80532801,-78.8012057,,SILVER CREEK,,,No,,33017,Fraud,Part II,N,35.805328005; -78.8012057,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,113,P034,17002022,0001-01-01 10:00:00+00:00,0001-01-01 11:30:00+00:00,3/8/2017,3/9/2017,THURSDAY,TOWN OWNED,35.79793934,-78.75654226,,CARRIAGE WOODS,,,No,,33177,Fraud,Part II,N,35.797939337; -78.75654226,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,113,P034,17008006,0001-01-01 15:00:00+00:00,0001-01-01 09:00:00+00:00,9/15/2017,9/16/2017,SATURDAY,TOWN OWNED,35.80099317,-78.7587251,,,,,No,,33178,Fraud,Part II,N,35.800993172; -78.7587251,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,113,P034,17008107,0001-01-01 10:00:00+00:00,0001-01-01 10:00:00+00:00,12/12/2016,9/19/2017,TUESDAY,TOWN OWNED,35.79787289,-78.76466953,,MAYNARD CREEK,,,No,,33179,Fraud,Part II,N,35.797872885; -78.76466953,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,114,P026,16009815,0001-01-01 17:23:00+00:00,0001-01-01 17:23:00+00:00,11/14/2016,11/14/2016,MONDAY,TOWN OWNED,35.79801172,-78.79596344,,MAYNARD LOOP ZONE,,,No,,33226,Fraud,Part II,N,35.798011723; -78.79596344,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,114,P026,17002080,0001-01-01 08:00:00+00:00,0001-01-01 20:06:00+00:00,3/2/2017,3/2/2017,THURSDAY,TOWN OWNED,35.79012544,-78.79503921,,OAKWOOD HEIGHTS,,,No,,33231,Fraud,Part II,N,35.79012544; -78.79503921,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,114,P026,17003502,0001-01-01 08:00:00+00:00,0001-01-01 20:37:00+00:00,4/22/2017,4/26/2017,WEDNESDAY,TOWN OWNED,35.79375535,-78.79712068,,MADISON OAKS,,,No,,33233,Fraud,Part II,N,35.793755353; -78.79712068,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,114,P035,17003794,0001-01-01 09:30:00+00:00,0001-01-01 10:00:00+00:00,4/13/2017,4/13/2017,THURSDAY,TOWN OWNED,35.78644842,-78.78173011,,ASHWORTH VILLAGE CENTER,,,No,,33239,Fraud,Part II,N,35.786448415; -78.78173011,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,114,P036,16009655,0001-01-01 12:00:00+00:00,0001-01-01 10:02:59+00:00,9/18/2016,11/10/2016,THURSDAY,TOWN OWNED,35.77289373,-78.79144198,,WISHING WELL VILLAGE,,,No,,33274,Fraud,Part II,N,35.772893732; -78.79144198,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,114,P036,16010158,0001-01-01 08:00:00+00:00,0001-01-01 10:11:42+00:00,10/7/2016,11/26/2016,SATURDAY,TOWN OWNED,35.78327211,-78.78770645,,RUSSELL HILLS,,,No,,33276,Fraud,Part II,N,35.783272105; -78.78770645,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,114,P065,16010497,0001-01-01 12:00:00+00:00,0001-01-01 11:13:00+00:00,11/1/2016,12/6/2016,TUESDAY,TOWN OWNED,35.7889358,-78.80687742,,COLES CREEK AT WEATHERSTONE,,,No,,33309,Fraud,Part II,N,35.788935804; -78.80687742,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,115,P039,17008508,0001-01-01 08:00:00+00:00,0001-01-01 12:00:00+00:00,8/27/2017,10/1/2017,SUNDAY,TOWN OWNED,35.76419417,-78.78873529,CARY PINES APTS,,3-Jan-11,Active,Yes,Active,33352,Fraud,Part II,N,35.764194167; -78.78873529,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,115,P042,17000739,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,1/1/2016,12/26/2016,MONDAY,TOWN OWNED,35.74261549,-78.78986875,,MACGREGOR VILLAS,,,No,,33378,Fraud,Part II,N,35.742615492; -78.78986875,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,115,P042,17003511,0001-01-01 12:00:00+00:00,0001-01-01 11:33:00+00:00,4/3/2017,4/27/2017,THURSDAY,TOWN OWNED,35.75408181,-78.79570347,,MACGREGOR DOWNS,,,No,,33380,Fraud,Part II,N,35.754081805; -78.79570347,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,116,P051,16010718,0001-01-01 05:35:00+00:00,0001-01-01 17:00:00+00:00,12/7/2016,12/10/2016,SATURDAY,TOWN OWNED,35.66427255,-78.75249997,,WESTLAKE PHASE 4,,,No,,33435,Fraud,Part II,N,35.664272551; -78.75249997,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,116,P051,17001873,0001-01-01 18:00:00+00:00,0001-01-01 23:00:00+00:00,3/3/2017,3/3/2017,FRIDAY,TOWN OWNED,35.66050994,-78.76708846,,PARK AT WEST LAKE,,,,,,,,,,,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,116,P052,17000384,0001-01-01 12:00:00+00:00,0001-01-01 09:00:00+00:00,1/1/2017,1/14/2017,SATURDAY,TOWN OWNED,35.70828,-78.79362952,,FERNWOOD,,,No,,33453,Fraud,Part II,N,35.708279997; -78.79362952,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,117,P010,17002423,0001-01-01 12:00:00+00:00,0001-01-01 10:34:48+00:00,5/19/2017,3/22/2017,WEDNESDAY,TOWN OWNED,35.76205118,-78.83316588,,OLDE SALEM,,,No,,33502,Fraud,Part II,N,35.76205118; -78.83316588,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,117,P068,17000199,0001-01-01 12:00:00+00:00,0001-01-01 13:54:45+00:00,1/4/2017,1/7/2017,SATURDAY,TOWN OWNED,35.78243285,-78.81198404,,HAMPSTEAD,,,No,,33562,Fraud,Part II,N,35.782432854; -78.81198404,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,118,P045,17002283,0001-01-01 07:00:37+00:00,0001-01-01 17:00:38+00:00,3/17/2017,3/17/2017,FRIDAY,TOWN OWNED,35.75576538,-78.73116056,LEGACY CROSSROADS APTS.,LEGACY CROSSROADS,16-Jan-13,Active,Yes,Active,33628,Fraud,Part II,N,35.755765382; -78.73116056,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D3,118,P047,16008931,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,8/1/2016,9/30/2016,FRIDAY,TOWN OWNED,35.73618164,-78.7717904,,LAKEPOINTE AT LOCHMERE,,,No,,33666,Fraud,Part II,N,35.736181641; -78.7717904,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D1,120,P062,17004381,0001-01-01 12:00:00+00:00,0001-01-01 08:00:00+00:00,5/12/2017,5/23/2017,TUESDAY,TOWN OWNED,35.77200201,-78.76922842,,TANGLEWOOD,,,No,,33790,Fraud,Part II,N,35.772002007; -78.76922842,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,121,P011,17001718,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,2/14/2017,2/15/2017,WEDNESDAY,TOWN OWNED,35.82901723,-78.84419404,,SEAL HARBOR AT TWIN LAKES,,,No,,33811,Fraud,Part II,N,35.829017234; -78.84419404,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,121,P011,17004176,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,4/5/2017,4/6/2017,THURSDAY,TOWN OWNED,35.82976237,-78.84685771,,SEAL HARBOR AT TWIN LAKES,,,No,,33813,Fraud,Part II,N,35.82976237; -78.84685771,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,121,P011,17004634,0001-01-01 12:00:00+00:00,0001-01-01 15:38:00+00:00,4/22/2017,5/31/2017,WEDNESDAY,TOWN OWNED,35.82761622,-78.84426421,,SEAL HARBOR AT TWIN LAKES,,,No,,33814,Fraud,Part II,N,35.827616222; -78.84426421,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,121,P069,16010832,0001-01-01 17:46:39+00:00,0001-01-01 17:46:40+00:00,12/15/2016,12/15/2016,THURSDAY,TOWN OWNED,35.80733064,-78.85796237,,PRESTON VILLAGE NORTH,,,No,,33852,Fraud,Part II,N,35.807330635; -78.85796237,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,122,P015,17002650,0001-01-01 08:00:00+00:00,0001-01-01 08:00:00+00:00,8/1/2017,3/29/2017,WEDNESDAY,TOWN OWNED,35.81108204,-78.90102608,,MILLS PARK AREA,,,No,,33885,Fraud,Part II,N,35.81108204; -78.90102608,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,122,P072,17006357,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,5/15/2017,6/19/2017,MONDAY,TOWN OWNED,35.80133269,-78.87493591,,HIGHCROFT VILLAGE,,,No,,33892,Fraud,Part II,N,35.801332692; -78.87493591,Everything,
ALL OTHER,FRAUD - IMPERSONATION,,1170,D2,122,P077,17000538,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,11/19/2016,11/19/2016,SATURDAY,TOWN OWNED,35.79477191,-78.88013907,,RESERVE,,,,,,,,,,,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,111,P080,16010237,0001-01-01 11:00:00+00:00,0001-01-01 11:00:00+00:00,11/22/2016,11/22/2016,TUESDAY,TOWN OWNED,35.82119587,-78.77856669,,AMBERTON AT STONEWATER,,,No,,33962,Fraud,Part II,N,35.82119587; -78.77856669,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,112,P003,17006065,0001-01-01 20:00:00+00:00,0001-01-01 10:30:00+00:00,7/16/2017,7/17/2017,MONDAY,TOWN OWNED,35.77009295,-78.76225575,,CARY COMMONS,,,No,,33968,Fraud,Part II,N,35.770092949; -78.76225575,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,112,P028,16008603,0001-01-01 13:30:00+00:00,0001-01-01 17:26:00+00:00,10/6/2016,10/6/2016,THURSDAY,TOWN OWNED,35.76739941,-78.761825,,PIRATES COVE,,,No,,33988,Fraud,Part II,N,35.767399406; -78.761825,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,113,P032,16009761,0001-01-01 14:50:00+00:00,0001-01-01 14:50:00+00:00,7/22/2016,7/22/2016,FRIDAY,TOWN OWNED,35.80194441,-78.78243021,,ST. CHARLES PLACE,,,No,,34028,Fraud,Part II,N,35.801944407; -78.78243021,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,113,P032,17000598,0001-01-01 20:50:00+00:00,0001-01-01 18:00:00+00:00,1/16/2017,1/20/2017,FRIDAY,TOWN OWNED,35.80265004,-78.77510088,GREGORY SOUTH,LANDMARK AT WATERCREST,24-Aug-11,Active,Yes,Active,34030,Fraud,Part II,N,35.802650038; -78.77510088,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,114,P035,17000271,0001-01-01 20:33:00+00:00,0001-01-01 12:00:00+00:00,11/15/2016,12/30/2016,FRIDAY,TOWN OWNED,35.78645802,-78.7871586,,TCAP ZONE,,,No,,34083,Fraud,Part II,N,35.78645802; -78.7871586,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,114,P036,17005205,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,8/30/2016,6/9/2017,FRIDAY,TOWN OWNED,35.77265333,-78.79548801,,SAVON HEIGHTS,,,No,,34101,Fraud,Part II,N,35.772653334; -78.79548801,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,114,P065,17000762,0001-01-01 12:00:00+00:00,0001-01-01 12:35:30+00:00,1/25/2017,1/26/2017,THURSDAY,TOWN OWNED,35.78869129,-78.82687303,,PRESTON CORNERS SHOP CENTER,,,No,,34124,Fraud,Part II,N,35.788691293; -78.82687303,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,114,P065,17002700,0001-01-01 08:00:00+00:00,0001-01-01 07:14:00+00:00,1/18/2017,3/31/2017,FRIDAY,TOWN OWNED,35.78899526,-78.82811996,,PRESTON CORNERS SHOP CENTER,,,No,,34125,Fraud,Part II,N,35.788995261; -78.82811996,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,114,P065,17007478,0001-01-01 21:18:05+00:00,0001-01-01 18:47:06+00:00,8/28/2017,8/30/2017,WEDNESDAY,TOWN OWNED,35.78633655,-78.81362712,,HIGHLAND OAKS,,,No,,34127,Fraud,Part II,N,35.786336547; -78.81362712,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,115,P039,16010023,0001-01-01 09:00:00+00:00,0001-01-01 15:17:00+00:00,11/8/2016,11/21/2016,MONDAY,TOWN OWNED,35.76756202,-78.78267353,,FRANKLIN OFFICE PARK,,,No,,34160,Fraud,Part II,N,35.767562018; -78.78267353,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,115,P039,17007535,0001-01-01 12:00:00+00:00,0001-01-01 10:15:34+00:00,8/28/2017,9/1/2017,FRIDAY,TOWN OWNED,35.766839,-78.78707454,ARBORS AT CARY,,16-Mar-11,Active,Yes,Active,34165,Fraud,Part II,N,35.766839004; -78.78707454,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,116,P041,17007107,0001-01-01 11:00:00+00:00,0001-01-01 12:00:00+00:00,8/19/2017,8/19/2017,SATURDAY,TOWN OWNED,35.74020147,-78.80874602,,CARY AUTO PARK,,,No,,34195,Fraud,Part II,N,35.740201473; -78.80874602,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,116,P052,17006290,0001-01-01 14:17:28+00:00,0001-01-01 14:21:29+00:00,7/25/2017,7/25/2017,TUESDAY,TOWN OWNED,35.70413484,-78.79562739,,MILL POND VILLAGE,,,No,,34219,Fraud,Part II,N,35.704134838; -78.79562739,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,118,P045,17003308,0001-01-01 09:56:00+00:00,0001-01-01 12:00:00+00:00,4/19/2017,4/20/2017,THURSDAY,TOWN OWNED,35.75673522,-78.73086326,LEGACY CROSSROADS APTS.,LEGACY CROSSROADS,16-Jan-13,Active,Yes,Active,34402,Fraud,Part II,N,35.75673522; -78.73086326,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,118,P046,16008907,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,10/17/2016,10/17/2016,MONDAY,TOWN OWNED,35.74507436,-78.74005335,,SOUTHEAST ZONE,,,No,,34415,Fraud,Part II,N,35.745074363; -78.74005335,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,118,P047,17004029,0001-01-01 16:00:00+00:00,0001-01-01 17:00:00+00:00,5/12/2017,5/12/2017,FRIDAY,TOWN OWNED,35.73325517,-78.75050318,,WYNSTON RIDGE,,,No,,34429,Fraud,Part II,N,35.733255165; -78.75050318,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,118,P120,17003681,0001-01-01 09:40:00+00:00,0001-01-01 12:00:00+00:00,3/10/2017,5/2/2017,TUESDAY,TOWN OWNED,35.75727867,-78.74294652,,SOUTHEAST ZONE,,,No,,34495,Fraud,Part II,N,35.757278673; -78.74294652,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,118,P120,17003905,0001-01-01 12:32:00+00:00,0001-01-01 12:37:00+00:00,5/9/2017,5/9/2017,TUESDAY,TOWN OWNED,35.75815029,-78.73940464,,WALNUT PLAZA,,,No,,34497,Fraud,Part II,N,35.758150292; -78.73940464,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D3,118,P120,17008329,0001-01-01 14:30:00+00:00,0001-01-01 15:55:00+00:00,9/26/2017,9/26/2017,TUESDAY,TOWN OWNED,35.75815029,-78.73940464,,WALNUT PLAZA,,,No,,34505,Fraud,Part II,N,35.758150292; -78.73940464,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D2,119,P016,16009442,0001-01-01 16:34:00+00:00,0001-01-01 19:16:00+00:00,10/27/2016,10/27/2016,THURSDAY,TOWN OWNED,35.82305647,-78.89642418,,CARY PARK TC-3,,,No,,34510,Fraud,Part II,N,35.823056469; -78.89642418,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D2,119,P074,17002975,0001-01-01 12:49:50+00:00,0001-01-01 12:49:51+00:00,3/30/2017,3/30/2017,THURSDAY,TOWN OWNED,35.84806266,-78.90422014,,TERRAZO AT STONEWATER,,,No,,34523,Fraud,Part II,N,35.848062659; -78.90422014,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,120,P061,16008484,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,1/1/2016,8/8/2016,MONDAY,TOWN OWNED,35.77675015,-78.76675379,,CARY VILLAGE SQUARE,,,No,,34628,Fraud,Part II,N,35.776750145; -78.76675379,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,120,P061,17000099,0001-01-01 16:33:00+00:00,0001-01-01 18:02:00+00:00,12/11/2016,12/11/2016,SUNDAY,TOWN OWNED,35.77487972,-78.76557924,,CARY VILLAGE SQUARE,,,No,,34632,Fraud,Part II,N,35.774879718; -78.76557924,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,120,P061,17006132,0001-01-01 16:24:05+00:00,0001-01-01 16:24:06+00:00,7/19/2017,7/19/2017,WEDNESDAY,TOWN OWNED,35.77727592,-78.76874138,,,,,No,,34636,Fraud,Part II,N,35.777275923; -78.76874138,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,120,P121,17002191,0001-01-01 09:58:00+00:00,0001-01-01 10:30:00+00:00,3/14/2017,3/14/2017,TUESDAY,TOWN OWNED,35.77385083,-78.75931174,,CARY TOWNE CENTER,,,No,,34678,Fraud,Part II,N,35.773850825; -78.75931174,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,120,P121,17005158,0001-01-01 16:00:00+00:00,0001-01-01 17:00:00+00:00,6/16/2017,6/16/2017,FRIDAY,TOWN OWNED,35.77385099,-78.75931174,,CARY TOWNE CENTER,,,No,,34681,Fraud,Part II,N,35.77385099; -78.75931174,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D1,120,P121,17008304,0001-01-01 17:51:00+00:00,0001-01-01 18:42:49+00:00,9/25/2017,9/25/2017,MONDAY,TOWN OWNED,35.77385099,-78.75931174,,CARY TOWNE CENTER,,,No,,34682,Fraud,Part II,N,35.77385099; -78.75931174,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D2,121,P017,17000910,0001-01-01 12:00:00+00:00,0001-01-01 12:29:50+00:00,1/9/2017,1/31/2017,TUESDAY,TOWN OWNED,35.79655737,-78.85464285,,RIGGSBEE FARM,,,No,,34694,Fraud,Part II,N,35.79655737; -78.85464285,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D2,121,P073,16010758,0001-01-01 18:43:43+00:00,0001-01-01 18:43:44+00:00,12/13/2016,12/13/2016,TUESDAY,TOWN OWNED,35.83270133,-78.86999555,,PHILIPS PLACE SUBDIVISION,,,No,,34707,Fraud,Part II,N,35.832701332; -78.86999555,Everything,
ALL OTHER,FRAUD - OBTAINING PROPERTY BY FALSE PRETENSE,,1120,D2,121,P078,16010639,0001-01-01 12:00:00+00:00,0001-01-01 16:00:00+00:00,12/9/2016,12/9/2016,FRIDAY,TOWN OWNED,35.79470553,-78.84557526,BRADFORD APTS.,BRADFORD,,,Yes,Active,34714,Fraud,Part II,N,35.794705532; -78.84557526,Everything,
ALL OTHER,FRAUD - UNAUTHORIZED USE OF VEHICLE/CONVEYANCE,,1140,D3,118,P047,16009829,0001-01-01 16:42:09+00:00,0001-01-01 16:42:10+00:00,11/15/2016,11/15/2016,TUESDAY,TOWN OWNED,35.74057069,-78.76823969,,SUMMERWINDS,,,No,,34888,Fraud,Part II,Y,35.740570686; -78.76823969,Everything,
ALL OTHER,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,,1180,D1,111,P080,17000307,0001-01-01 09:46:17+00:00,0001-01-01 09:46:18+00:00,1/12/2017,1/12/2017,THURSDAY,TOWN OWNED,35.81674879,-78.78050149,,HARRISON PLACE,,,No,,35470,Fraud,Part II,N,35.816748789; -78.78050149,Everything,
ALL OTHER,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,,1180,D1,114,P063,17000310,0001-01-01 12:01:00+00:00,0001-01-01 10:26:00+00:00,1/9/2017,1/12/2017,THURSDAY,TOWN OWNED,35.79700922,-78.80449761,,WEATHERFIELD INDUSTRIAL PARK,,,No,,35497,Fraud,Part II,N,35.797009217; -78.80449761,Everything,
ALL OTHER,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,,1180,D3,116,P043,17005989,0001-01-01 08:57:00+00:00,0001-01-01 16:14:01+00:00,6/9/2017,7/14/2017,FRIDAY,TOWN OWNED,35.7172336,-78.8087329,,COUNTY JURISDICTION,,,No,,35518,Fraud,Part II,N,35.717233601; -78.8087329,Everything,
ALL OTHER,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,,1180,D3,116,P053,17004979,0001-01-01 12:00:00+00:00,0001-01-01 15:03:51+00:00,6/3/2017,6/11/2017,SUNDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,35523,Fraud,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,,1180,D2,117,P068,17007511,0001-01-01 12:00:00+00:00,0001-01-01 15:45:50+00:00,4/19/2017,8/31/2017,THURSDAY,TOWN OWNED,35.77522521,-78.80579763,,CARYSTONE TOWNHOMES,,,No,,35552,Fraud,Part II,N,35.775225206; -78.80579763,Everything,
ALL OTHER,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,,1180,D1,120,P062,17008014,0001-01-01 20:37:00+00:00,0001-01-01 12:22:00+00:00,9/14/2017,9/16/2017,SATURDAY,TOWN OWNED,35.7728729,-78.77960918,,,,,No,,35613,Fraud,Part II,N,35.772872898; -78.77960918,Everything,
ALL OTHER,FRAUD - WIRE/COMPUTER/OTHER ELECTRONIC MANIPULATION,,1180,D2,121,P069,16010230,0001-01-01 12:00:00+00:00,0001-01-01 16:12:10+00:00,7/28/2016,11/28/2016,MONDAY,TOWN OWNED,35.81075663,-78.85117711,,PRESTON VILLAGE NORTH,,,No,,35631,Fraud,Part II,N,35.810756634; -78.85117711,Everything,
ALL OTHER,FRAUD - WORTHLESS CHECK,,1110,D2,119,P123,17002224,0001-01-01 12:00:00+00:00,0001-01-01 17:56:45+00:00,2/8/2017,2/23/2017,THURSDAY,TOWN OWNED,35.82076411,-78.91867364,,PENINSULA AT AMBERLY,,,No,,35703,Fraud,Part II,N,35.820764106; -78.91867364,Everything,
LARCENY,LARCENY - ALL OTHER LARCENY,,690,D1,111,,16009275,0001-01-01 20:00:00+00:00,0001-01-01 13:00:00+00:00,10/19/2016,10/28/2016,FRIDAY,TOWN OWNED,,,,,,,No,,36061,Larceny,Part I,N,,Everything,
LARCENY,LARCENY - ALL OTHER LARCENY,,690,D1,111,P021,16008757,0001-01-01 17:44:35+00:00,0001-01-01 17:44:36+00:00,10/12/2016,10/12/2016,WEDNESDAY,TOWN OWNED,35.83216643,-78.78356339,,WESTON ONE,,,No,,36274,Larceny,Part I,N,35.832166428; -78.78356339,Everything,
LARCENY,LARCENY - ALL OTHER LARCENY,,690,D1,111,P021,16010463,0001-01-01 16:45:00+00:00,0001-01-01 13:37:03+00:00,12/2/2016,12/5/2016,MONDAY,TOWN OWNED,35.81205112,-78.81360157,,CREEKS AT WESTON,,,No,,36275,Larceny,Part I,N,35.812051122; -78.81360157,Everything,
LARCENY,LARCENY - ALL OTHER LARCENY,,690,D1,111,P021,17002550,0001-01-01 14:30:00+00:00,0001-01-01 16:30:00+00:00,3/25/2017,3/25/2017,SATURDAY,TOWN OWNED,35.82042789,-78.81203061,,WESTON PARKWAY,,,No,,36278,Larceny,Part I,N,35.820427889; -78.81203061,Everything,
